gene,LTR,RC/Helitron,DNA/TcMar-Stowaway,DNA,LTR/ERVK,DNA/hAT,SINE,DNA/TcMar-Pogo,DNA/hAT-Tip100,LTR/Gypsy,DNA/hAT-Tag1,DNA/hAT-Ac,DNA/Harbinger,LTR/Copia,LINE/L1,DNA/En-Spm,DNA/MuDR,RC/Helitron,LTR/Copia,DNA/MuDR
Model_6_260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_6_552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
